IPProto,SrcIP,SrcPort,DstIp,DstPort,UID,App,PackageName,Proto,Status,Info,BytesSent,BytesRcvd,PktsSent,PktsRcvd,FirstSeen,LastSeen
17,10.215.173.1,41871,10.215.173.2,53,10153,Google Play services,com.google.android.gms,DNS,Closed,people-pa.googleapis.com,70,134,1,1,2026-06-25T02:46:06.547+01:00,2026-06-25T02:46:06.560+01:00
17,10.215.173.1,1119,10.215.173.2,53,10153,Google Play services,com.google.android.gms,DNS,Closed,mtalk.google.com,62,107,1,1,2026-06-25T02:51:21.778+01:00,2026-06-25T02:51:21.996+01:00
6,10.215.173.1,40654,74.125.193.188,5228,10153,Google Play services,com.google.android.gms,TLS,Closed,mtalk.google.com,1556,1308,10,11,2026-06-25T02:51:22.015+01:00,2026-06-25T02:52:35.738+01:00
17,10.215.173.1,52367,10.215.173.2,53,10177,Google,com.google.android.googlequicksearchbox,DNS,Closed,www.google.com,60,188,1,1,2026-06-25T02:51:33.129+01:00,2026-06-25T02:51:33.145+01:00
17,10.215.173.1,48477,142.251.151.119,443,10177,Google,com.google.android.googlequicksearchbox,QUIC,Closed,www.google.com,7991,25134,20,27,2026-06-25T02:51:33.156+01:00,2026-06-25T02:51:33.318+01:00
17,10.215.173.1,41670,10.215.173.2,53,10313,Claude,com.anthropic.claude,DNS,Closed,0.datadog.pool.ntp.org,68,132,1,1,2026-06-25T02:51:34.446+01:00,2026-06-25T02:51:34.463+01:00
17,10.215.173.1,45714,193.1.208.195,123,10313,Claude,com.anthropic.claude,NTP,Closed,0.datadog.pool.ntp.org,76,76,1,1,2026-06-25T02:51:34.468+01:00,2026-06-25T02:51:34.484+01:00
6,10.215.173.1,52200,34.149.66.154,443,10313,Claude,com.anthropic.claude,HTTPS,Closed,browser-intake-us5-datadoghq.com,3723,4944,11,11,2026-06-25T02:51:34.490+01:00,2026-06-25T02:51:41.640+01:00
17,10.215.173.1,14608,10.215.173.2,53,10313,Claude,com.anthropic.claude,DNS,Closed,claude.ai,55,71,1,1,2026-06-25T02:51:34.655+01:00,2026-06-25T02:51:34.716+01:00
17,10.215.173.1,55870,10.215.173.2,53,10313,Claude,com.anthropic.claude,DNS,Closed,claude.ai,55,71,1,1,2026-06-25T02:51:34.703+01:00,2026-06-25T02:51:34.718+01:00
17,10.215.173.1,1242,10.215.173.2,53,10313,Claude,com.anthropic.claude,DNS,Closed,api3.siftscience.com,66,121,1,1,2026-06-25T02:51:34.710+01:00,2026-06-25T02:51:34.792+01:00
6,10.215.173.1,54078,160.79.104.10,443,10313,Claude,com.anthropic.claude,HTTPS,Closed,claude.ai,15124,1199392,257,296,2026-06-25T02:51:34.750+01:00,2026-06-25T02:51:41.641+01:00
6,10.215.173.1,54088,160.79.104.10,443,10313,Claude,com.anthropic.claude,HTTPS,Error,claude.ai,1103,500,9,7,2026-06-25T02:51:34.772+01:00,2026-06-25T02:51:34.857+01:00
6,10.215.173.1,54104,160.79.104.10,443,10313,Claude,com.anthropic.claude,HTTPS,Closed,claude.ai,1143,3250,10,9,2026-06-25T02:51:34.777+01:00,2026-06-25T02:51:34.910+01:00
17,10.215.173.1,11384,10.215.173.2,53,10313,Claude,com.anthropic.claude,DNS,Closed,a-api.anthropic.com,65,81,1,1,2026-06-25T02:51:34.781+01:00,2026-06-25T02:51:34.819+01:00
6,10.215.173.1,54112,160.79.104.10,443,10313,Claude,com.anthropic.claude,HTTPS,Closed,claude.ai,1143,3209,10,8,2026-06-25T02:51:34.785+01:00,2026-06-25T02:51:34.943+01:00
6,10.215.173.1,54126,160.79.104.10,443,10313,Claude,com.anthropic.claude,HTTPS,Error,claude.ai,1183,3281,11,9,2026-06-25T02:51:34.789+01:00,2026-06-25T02:51:34.944+01:00
6,10.215.173.1,41442,34.8.116.182,443,10313,Claude,com.anthropic.claude,HTTPS,Closed,api3.siftscience.com,1721,4865,9,7,2026-06-25T02:51:34.802+01:00,2026-06-25T02:51:41.640+01:00
6,10.215.173.1,54128,160.79.104.10,443,10313,Claude,com.anthropic.claude,HTTPS,Closed,a-api.anthropic.com,2128,1659,8,8,2026-06-25T02:51:34.832+01:00,2026-06-25T02:51:35.153+01:00
17,10.215.173.1,25699,10.215.173.2,53,10313,Claude,com.anthropic.claude,DNS,Closed,firebaselogging.googleapis.com,76,140,1,1,2026-06-25T02:51:35.249+01:00,2026-06-25T02:51:35.268+01:00
6,10.215.173.1,53022,216.239.38.223,443,10313,Claude,com.anthropic.claude,HTTPS,Closed,firebaselogging.googleapis.com,2433,5990,9,7,2026-06-25T02:51:35.277+01:00,2026-06-25T02:51:41.640+01:00
17,10.215.173.1,24065,10.215.173.2,53,10153,Google Play services,com.google.android.gms,DNS,Closed,region1.app-measurement.com,73,105,1,1,2026-06-25T02:51:36.236+01:00,2026-06-25T02:51:36.256+01:00
17,10.215.173.1,35189,216.239.32.36,443,10153,Google Play services,com.google.android.gms,QUIC,Closed,region1.app-measurement.com,6321,6194,11,13,2026-06-25T02:51:36.268+01:00,2026-06-25T02:51:36.383+01:00
6,10.215.173.1,54142,160.79.104.10,443,10313,Claude,com.anthropic.claude,HTTPS,Closed,a-api.anthropic.com,2084,1659,8,8,2026-06-25T02:51:36.681+01:00,2026-06-25T02:51:36.997+01:00
17,10.215.173.1,52202,10.215.173.2,53,10164,Google Play Store,com.android.vending,DNS,Closed,prod-lt-playstoregatewayadapter-pa.googleapis.com,95,159,1,1,2026-06-25T02:51:36.963+01:00,2026-06-25T02:51:36.977+01:00
17,10.215.173.1,55964,216.239.36.223,443,10164,Google Play Store,com.android.vending,QUIC,Closed,prod-lt-playstoregatewayadapter-pa.googleapis.com,7978,12121,20,18,2026-06-25T02:51:37.003+01:00,2026-06-25T02:51:37.418+01:00
6,10.215.173.1,52496,216.239.36.223,443,10164,Google Play Store,com.android.vending,HTTPS,Closed,prod-lt-playstoregatewayadapter-pa.googleapis.com,2405,7222,11,9,2026-06-25T02:51:37.013+01:00,2026-06-25T02:51:40.665+01:00
17,10.215.173.1,12193,10.215.173.2,53,10194,Gmail,com.google.android.gm,DNS,Closed,inbox.google.com,62,126,1,1,2026-06-25T02:51:42.090+01:00,2026-06-25T02:51:42.107+01:00
17,10.215.173.1,35219,10.215.173.2,53,10194,Gmail,com.google.android.gm,DNS,Closed,taskassist-pa.googleapis.com,74,138,1,1,2026-06-25T02:51:42.093+01:00,2026-06-25T02:51:42.114+01:00
6,10.215.173.1,56194,74.125.193.83,443,10194,Gmail,com.google.android.gm,HTTPS,Closed,inbox.google.com,4591,8916,18,15,2026-06-25T02:51:42.111+01:00,2026-06-25T02:51:49.082+01:00
17,10.215.173.1,47100,216.239.32.223,443,10194,Gmail,com.google.android.gm,QUIC,Closed,taskassist-pa.googleapis.com,6567,10442,20,18,2026-06-25T02:51:42.125+01:00,2026-06-25T02:51:42.318+01:00
6,10.215.173.1,59264,216.239.32.223,443,10194,Gmail,com.google.android.gm,HTTPS,Closed,taskassist-pa.googleapis.com,2627,7269,14,11,2026-06-25T02:51:42.129+01:00,2026-06-25T02:51:49.081+01:00
6,10.215.173.1,36668,20.33.25.54,5222,10213,Xiaomi service framework,com.xiaomi.xmsf,TCP,Closed,,460,88,8,2,2026-06-25T02:51:55.122+01:00,2026-06-25T02:52:30.724+01:00
6,10.215.173.1,52716,20.33.33.16,5222,10213,Xiaomi service framework,com.xiaomi.xmsf,TCP,Closed,,1129,420,9,6,2026-06-25T02:52:03.138+01:00,2026-06-25T02:53:11.330+01:00
6,10.215.173.1,56304,74.125.193.188,5228,10153,Google Play services,com.google.android.gms,TLS,Closed,mtalk.google.com,1386,1228,9,9,2026-06-25T02:52:41.813+01:00,2026-06-25T02:53:41.854+01:00
6,10.215.173.1,59464,20.33.33.16,5222,10213,Xiaomi service framework,com.xiaomi.xmsf,TCP,Closed,,1161,512,10,8,2026-06-25T02:53:12.348+01:00,2026-06-25T02:54:17.819+01:00
17,10.215.173.1,10694,10.215.173.2,53,10313,Claude,com.anthropic.claude,DNS,Closed,api.segment.io,60,108,1,1,2026-06-25T02:53:21.755+01:00,2026-06-25T02:53:21.803+01:00
6,10.215.173.1,60888,54.185.248.173,443,10313,Claude,com.anthropic.claude,HTTPS,Closed,api.segment.io,2237,5177,9,9,2026-06-25T02:53:21.832+01:00,2026-06-25T02:53:22.655+01:00
6,10.215.173.1,49446,34.149.66.154,443,10313,Claude,com.anthropic.claude,HTTPS,Closed,browser-intake-us5-datadoghq.com,57368,6996,36,36,2026-06-25T02:53:21.888+01:00,2026-06-25T02:55:00.389+01:00
6,10.215.173.1,48414,160.79.104.10,443,10313,Claude,com.anthropic.claude,HTTPS,Closed,claude.ai,1044,1028,9,7,2026-06-25T02:53:21.918+01:00,2026-06-25T02:53:22.208+01:00
6,10.215.173.1,48424,160.79.104.10,443,10313,Claude,com.anthropic.claude,HTTPS,Error,claude.ai,1023,2562,7,5,2026-06-25T02:53:21.978+01:00,2026-06-25T02:53:22.269+01:00
17,10.215.173.1,23411,10.215.173.2,53,10313,Claude,com.anthropic.claude,DNS,Closed,a-api.anthropic.com,65,81,1,1,2026-06-25T02:53:22.017+01:00,2026-06-25T02:53:22.061+01:00
6,10.215.173.1,48436,160.79.104.10,443,10313,Claude,com.anthropic.claude,HTTPS,Error,claude.ai,1023,2563,7,5,2026-06-25T02:53:22.040+01:00,2026-06-25T02:53:22.269+01:00
6,10.215.173.1,48442,160.79.104.10,443,10313,Claude,com.anthropic.claude,HTTPS,Error,claude.ai,1063,460,8,6,2026-06-25T02:53:22.046+01:00,2026-06-25T02:53:22.183+01:00
17,10.215.173.1,17946,10.215.173.2,53,10313,Claude,com.anthropic.claude,DNS,Closed,api3.siftscience.com,66,121,1,1,2026-06-25T02:53:22.050+01:00,2026-06-25T02:53:22.208+01:00
6,10.215.173.1,48444,160.79.104.10,443,10313,Claude,com.anthropic.claude,HTTPS,Closed,claude.ai,66451,2299981,322,400,2026-06-25T02:53:22.054+01:00,2026-06-25T02:55:00.388+01:00
6,10.215.173.1,48452,160.79.104.10,443,10313,Claude,com.anthropic.claude,HTTPS,Closed,a-api.anthropic.com,2129,1658,8,8,2026-06-25T02:53:22.081+01:00,2026-06-25T02:53:22.515+01:00
6,10.215.173.1,50260,34.8.116.182,443,10313,Claude,com.anthropic.claude,HTTPS,Closed,api3.siftscience.com,1710,1324,8,7,2026-06-25T02:53:22.257+01:00,2026-06-25T02:54:22.854+01:00
17,10.215.173.1,10823,10.215.173.2,53,10164,Google Play Store,com.android.vending,DNS,Closed,android.clients.google.com,72,352,1,1,2026-06-25T02:53:22.720+01:00,2026-06-25T02:53:22.738+01:00
17,10.215.173.1,1369,10.215.173.2,53,10164,Google Play Store,com.android.vending,DNS,Closed,play-fe.googleapis.com,68,164,1,1,2026-06-25T02:53:22.752+01:00,2026-06-25T02:53:22.767+01:00
17,10.215.173.1,18075,10.215.173.2,53,10164,Google Play Store,com.android.vending,DNS,Closed,play.googleapis.com,65,129,1,1,2026-06-25T02:53:22.781+01:00,2026-06-25T02:53:22.801+01:00
17,10.215.173.1,46027,10.215.173.2,53,10164,Google Play Store,com.android.vending,DNS,Closed,playstoregatewayadapter-pa.googleapis.com,87,151,1,1,2026-06-25T02:53:22.813+01:00,2026-06-25T02:53:22.829+01:00
17,10.215.173.1,58244,10.215.173.2,53,10164,Google Play Store,com.android.vending,DNS,Closed,play-lh.googleusercontent.com,75,91,1,1,2026-06-25T02:53:22.842+01:00,2026-06-25T02:53:22.856+01:00
17,10.215.173.1,43483,10.215.173.2,53,10164,Google Play Store,com.android.vending,DNS,Closed,i.ytimg.com,57,121,1,1,2026-06-25T02:53:22.865+01:00,2026-06-25T02:53:22.878+01:00
17,10.215.173.1,41270,74.125.193.102,443,10164,Google Play Store,com.android.vending,QUIC,Closed,play-fe.googleapis.com,7791,11119,20,18,2026-06-25T02:53:22.936+01:00,2026-06-25T02:53:23.120+01:00
6,10.215.173.1,39330,74.125.193.102,443,10164,Google Play Store,com.android.vending,HTTPS,Closed,play-fe.googleapis.com,2517,7252,13,11,2026-06-25T02:53:22.940+01:00,2026-06-25T02:54:22.854+01:00
6,10.215.173.1,35128,160.79.104.10,443,10313,Claude,com.anthropic.claude,HTTPS,Closed,a-api.anthropic.com,1926,1659,8,8,2026-06-25T02:53:31.814+01:00,2026-06-25T02:53:32.085+01:00
17,10.215.173.1,43366,216.239.32.36,443,10153,Google Play services,com.google.android.gms,QUIC,Closed,region1.app-measurement.com,5173,4845,10,11,2026-06-25T02:53:48.160+01:00,2026-06-25T02:53:48.267+01:00
6,10.215.173.1,57598,160.79.104.10,443,10313,Claude,com.anthropic.claude,HTTPS,Closed,a-api.anthropic.com,2269,1659,8,8,2026-06-25T02:53:51.812+01:00,2026-06-25T02:53:52.060+01:00
6,10.215.173.1,53766,54.185.248.173,443,10313,Claude,com.anthropic.claude,HTTPS,Closed,api.segment.io,2059,5257,11,11,2026-06-25T02:53:52.494+01:00,2026-06-25T02:53:53.236+01:00
17,10.215.173.1,61963,10.215.173.2,53,10153,Google Play services,com.google.android.gms,DNS,Closed,mtalk.google.com,62,107,1,1,2026-06-25T02:53:53.898+01:00,2026-06-25T02:53:53.913+01:00
6,10.215.173.1,45774,209.85.203.188,5228,10153,Google Play services,com.google.android.gms,TLS,Active,mtalk.google.com,1504,3267,11,10,2026-06-25T02:53:53.922+01:00,2026-06-25T02:55:00.982+01:00
6,10.215.173.1,57368,160.79.104.10,443,10313,Claude,com.anthropic.claude,HTTPS,Closed,a-api.anthropic.com,2466,1658,8,8,2026-06-25T02:54:10.390+01:00,2026-06-25T02:54:10.638+01:00
6,10.215.173.1,33330,160.79.104.10,443,10313,Claude,com.anthropic.claude,HTTPS,Closed,a-api.anthropic.com,2230,1659,8,8,2026-06-25T02:54:11.800+01:00,2026-06-25T02:54:12.057+01:00
6,10.215.173.1,59166,20.33.25.54,5222,10213,Xiaomi service framework,com.xiaomi.xmsf,TCP,Active,,1009,380,7,5,2026-06-25T02:54:19.352+01:00,2026-06-25T02:54:20.532+01:00
6,10.215.173.1,42766,160.79.104.10,443,10313,Claude,com.anthropic.claude,HTTPS,Closed,a-api.anthropic.com,1996,1699,8,9,2026-06-25T02:54:21.818+01:00,2026-06-25T02:54:22.100+01:00
17,10.215.173.1,64287,10.215.173.2,53,10313,Claude,com.anthropic.claude,DNS,Closed,api.segment.io,60,108,1,1,2026-06-25T02:54:23.062+01:00,2026-06-25T02:54:23.083+01:00
6,10.215.173.1,60292,54.214.144.241,443,10313,Claude,com.anthropic.claude,HTTPS,Closed,api.segment.io,2574,5257,11,11,2026-06-25T02:54:23.088+01:00,2026-06-25T02:54:23.816+01:00
6,10.215.173.1,48578,160.79.104.10,443,10313,Claude,com.anthropic.claude,HTTPS,Closed,a-api.anthropic.com,1916,1659,8,8,2026-06-25T02:54:33.944+01:00,2026-06-25T02:54:34.203+01:00
17,10.215.173.1,35587,10.215.173.2,53,10313,Claude,com.anthropic.claude,DNS,Closed,api3.siftscience.com,66,121,1,1,2026-06-25T02:54:34.342+01:00,2026-06-25T02:54:34.420+01:00
6,10.215.173.1,48584,160.79.104.10,443,10313,Claude,com.anthropic.claude,HTTPS,Closed,a-api.anthropic.com,2130,1659,8,8,2026-06-25T02:54:34.382+01:00,2026-06-25T02:54:34.746+01:00
6,10.215.173.1,43430,34.8.116.182,443,10313,Claude,com.anthropic.claude,HTTPS,Closed,api3.siftscience.com,1687,4864,9,7,2026-06-25T02:54:34.485+01:00,2026-06-25T02:55:00.388+01:00
17,10.215.173.1,52837,10.215.173.2,53,10164,Google Play Store,com.android.vending,DNS,Closed,android.clients.google.com,72,352,1,1,2026-06-25T02:54:35.095+01:00,2026-06-25T02:54:35.112+01:00
17,10.215.173.1,7172,10.215.173.2,53,10164,Google Play Store,com.android.vending,DNS,Closed,play.googleapis.com,65,129,1,1,2026-06-25T02:54:35.127+01:00,2026-06-25T02:54:35.142+01:00
17,10.215.173.1,25513,10.215.173.2,53,10164,Google Play Store,com.android.vending,DNS,Closed,i.ytimg.com,57,121,1,1,2026-06-25T02:54:35.175+01:00,2026-06-25T02:54:35.187+01:00
17,10.215.173.1,33475,74.125.193.102,443,10164,Google Play Store,com.android.vending,QUIC,Closed,android.clients.google.com,7591,9765,17,17,2026-06-25T02:54:35.340+01:00,2026-06-25T02:54:35.593+01:00
6,10.215.173.1,43934,74.125.193.102,443,10164,Google Play Store,com.android.vending,HTTPS,Closed,play-fe.googleapis.com,2282,7140,11,9,2026-06-25T02:54:35.353+01:00,2026-06-25T02:55:01.755+01:00
6,10.215.173.1,48588,160.79.104.10,443,10313,Claude,com.anthropic.claude,HTTPS,Closed,a-api.anthropic.com,2334,1659,8,8,2026-06-25T02:54:39.385+01:00,2026-06-25T02:54:39.636+01:00
17,10.215.173.1,56620,216.239.32.36,443,10153,Google Play services,com.google.android.gms,QUIC,Closed,region1.app-measurement.com,6501,6243,11,14,2026-06-25T02:54:39.929+01:00,2026-06-25T02:54:40.012+01:00
6,10.215.173.1,35430,160.79.104.10,443,10313,Claude,com.anthropic.claude,HTTPS,Closed,a-api.anthropic.com,2470,1698,8,9,2026-06-25T02:54:51.222+01:00,2026-06-25T02:54:51.462+01:00
6,10.215.173.1,50562,54.214.144.241,443,10313,Claude,com.anthropic.claude,HTTPS,Closed,api.segment.io,2614,5297,12,12,2026-06-25T02:54:53.647+01:00,2026-06-25T02:54:54.384+01:00
6,10.215.173.1,35436,160.79.104.10,443,10313,Claude,com.anthropic.claude,HTTPS,Closed,a-api.anthropic.com,2223,1658,8,8,2026-06-25T02:54:53.933+01:00,2026-06-25T02:54:54.187+01:00
6,10.215.173.1,34718,34.149.66.154,443,10313,Claude,com.anthropic.claude,HTTPS,Active,browser-intake-us5-datadoghq.com,10034,5433,14,16,2026-06-25T02:55:00.482+01:00,2026-06-25T02:55:01.848+01:00
