IPProto,SrcIP,SrcPort,DstIp,DstPort,UID,App,PackageName,Proto,Status,Info,BytesSent,BytesRcvd,PktsSent,PktsRcvd,FirstSeen,LastSeen
17,10.215.173.1,40225,10.215.173.2,53,10313,Claude,com.anthropic.claude,DNS,Closed,api3.siftscience.com,66,121,1,1,2026-06-25T00:49:04.798+01:00,2026-06-25T00:49:04.920+01:00
6,10.215.173.1,34412,160.79.104.10,443,10313,Claude,com.anthropic.claude,HTTPS,Closed,claude.ai,1103,3211,9,8,2026-06-25T00:49:04.883+01:00,2026-06-25T00:49:05.087+01:00
6,10.215.173.1,34422,160.79.104.10,443,10313,Claude,com.anthropic.claude,HTTPS,Error,claude.ai,1023,2561,7,5,2026-06-25T00:49:04.898+01:00,2026-06-25T00:49:05.088+01:00
6,10.215.173.1,34436,160.79.104.10,443,10313,Claude,com.anthropic.claude,HTTPS,Closed,claude.ai,1103,3209,9,8,2026-06-25T00:49:04.908+01:00,2026-06-25T00:49:05.053+01:00
6,10.215.173.1,34438,160.79.104.10,443,10313,Claude,com.anthropic.claude,HTTPS,Closed,a-api.anthropic.com,2132,1659,8,8,2026-06-25T00:49:04.916+01:00,2026-06-25T00:49:05.253+01:00
6,10.215.173.1,54352,34.8.116.182,443,10313,Claude,com.anthropic.claude,HTTPS,Closed,api3.siftscience.com,1667,4864,8,7,2026-06-25T00:49:04.935+01:00,2026-06-25T00:50:06.318+01:00
6,10.215.173.1,34448,160.79.104.10,443,10313,Claude,com.anthropic.claude,HTTPS,Closed,a-api.anthropic.com,2070,1659,8,8,2026-06-25T00:49:09.284+01:00,2026-06-25T00:49:09.552+01:00
6,10.215.173.1,34454,160.79.104.10,443,10313,Claude,com.anthropic.claude,HTTPS,Closed,a-api.anthropic.com,2130,1699,8,9,2026-06-25T00:49:10.833+01:00,2026-06-25T00:49:11.093+01:00
17,10.215.173.1,12362,10.215.173.2,53,10164,Google Play Store,com.android.vending,DNS,Closed,android.clients.google.com,72,352,1,1,2026-06-25T00:49:11.452+01:00,2026-06-25T00:49:11.466+01:00
17,10.215.173.1,36175,10.215.173.2,53,10164,Google Play Store,com.android.vending,DNS,Closed,prod-lt-playstoregatewayadapter-pa.googleapis.com,95,159,1,1,2026-06-25T00:49:11.501+01:00,2026-06-25T00:49:11.521+01:00
17,10.215.173.1,17502,10.215.173.2,53,10164,Google Play Store,com.android.vending,DNS,Closed,play-lh.googleusercontent.com,75,91,1,1,2026-06-25T00:49:11.533+01:00,2026-06-25T00:49:11.551+01:00
17,10.215.173.1,35987,10.215.173.2,53,10164,Google Play Store,com.android.vending,DNS,Closed,i.ytimg.com,57,121,1,1,2026-06-25T00:49:11.564+01:00,2026-06-25T00:49:11.605+01:00
17,10.215.173.1,60682,74.125.193.138,443,10164,Google Play Store,com.android.vending,QUIC,Closed,android.clients.google.com,7783,9935,20,17,2026-06-25T00:49:11.738+01:00,2026-06-25T00:49:11.938+01:00
6,10.215.173.1,52606,74.125.193.138,443,10164,Google Play Store,com.android.vending,HTTPS,Closed,play-fe.googleapis.com,2549,7253,13,11,2026-06-25T00:49:11.741+01:00,2026-06-25T00:49:13.023+01:00
6,10.215.173.1,34462,160.79.104.10,443,10313,Claude,com.anthropic.claude,HTTPS,Closed,a-api.anthropic.com,2193,1659,8,8,2026-06-25T00:49:11.758+01:00,2026-06-25T00:49:11.994+01:00
17,10.215.173.1,37587,10.215.173.2,53,10153,Google Play services,com.google.android.gms,DNS,Closed,mtalk.google.com,62,107,1,1,2026-06-25T00:49:12.277+01:00,2026-06-25T00:49:12.298+01:00
6,10.215.173.1,42448,74.125.193.188,5228,10153,Google Play services,com.google.android.gms,TLS,Closed,mtalk.google.com,1384,1228,9,9,2026-06-25T00:49:12.309+01:00,2026-06-25T00:50:16.555+01:00
6,10.215.173.1,40830,160.79.104.10,443,10313,Claude,com.anthropic.claude,HTTPS,Closed,a-api.anthropic.com,2069,1659,8,8,2026-06-25T00:49:14.506+01:00,2026-06-25T00:49:14.779+01:00
6,10.215.173.1,40844,160.79.104.10,443,10313,Claude,com.anthropic.claude,HTTPS,Closed,a-api.anthropic.com,2171,1659,8,8,2026-06-25T00:49:14.792+01:00,2026-06-25T00:49:15.073+01:00
6,10.215.173.1,40846,160.79.104.10,443,10313,Claude,com.anthropic.claude,HTTPS,Closed,a-api.anthropic.com,1925,1658,8,8,2026-06-25T00:49:15.084+01:00,2026-06-25T00:49:15.373+01:00
17,10.215.173.1,46661,74.125.193.138,443,10164,Google Play Store,com.android.vending,QUIC,Closed,android.clients.google.com,7727,9826,19,18,2026-06-25T00:49:15.324+01:00,2026-06-25T00:49:15.545+01:00
6,10.215.173.1,46044,74.125.193.138,443,10164,Google Play Store,com.android.vending,HTTPS,Closed,play-fe.googleapis.com,2485,7252,13,11,2026-06-25T00:49:15.330+01:00,2026-06-25T00:49:33.732+01:00
6,10.215.173.1,40852,160.79.104.10,443,10313,Claude,com.anthropic.claude,HTTPS,Closed,a-api.anthropic.com,2150,1659,8,8,2026-06-25T00:49:16.815+01:00,2026-06-25T00:49:17.084+01:00
17,10.215.173.1,40891,10.215.173.2,53,10210,Photos,com.google.android.apps.photos,DNS,Closed,photosdata-pa.googleapis.com,74,138,1,1,2026-06-25T00:49:18.684+01:00,2026-06-25T00:49:18.708+01:00
17,10.215.173.1,57511,216.239.38.223,443,10210,Photos,com.google.android.apps.photos,QUIC,Closed,prod-lt-playstoregatewayadapter-pa.googleapis.com,6123,14395,24,27,2026-06-25T00:49:18.690+01:00,2026-06-25T00:49:19.182+01:00
6,10.215.173.1,59896,216.239.38.223,443,10210,Photos,com.google.android.apps.photos,HTTPS,Closed,photosdata-pa.googleapis.com,2515,7231,12,10,2026-06-25T00:49:18.692+01:00,2026-06-25T00:49:30.197+01:00
6,10.215.173.1,40868,160.79.104.10,443,10313,Claude,com.anthropic.claude,HTTPS,Closed,a-api.anthropic.com,2173,1659,8,8,2026-06-25T00:49:20.845+01:00,2026-06-25T00:49:21.126+01:00
6,10.215.173.1,40874,160.79.104.10,443,10313,Claude,com.anthropic.claude,HTTPS,Closed,a-api.anthropic.com,2422,1659,8,8,2026-06-25T00:49:22.299+01:00,2026-06-25T00:49:22.529+01:00
6,10.215.173.1,53492,20.33.33.16,5222,10213,Xiaomi service framework,com.xiaomi.xmsf,TCP,Closed,,949,420,6,6,2026-06-25T00:49:22.716+01:00,2026-06-25T00:50:26.723+01:00
17,10.215.173.1,59848,10.215.173.2,53,10313,Claude,com.anthropic.claude,DNS,Closed,api.segment.io,60,108,1,1,2026-06-25T00:49:34.647+01:00,2026-06-25T00:49:34.668+01:00
6,10.215.173.1,33952,35.163.39.42,443,10313,Claude,com.anthropic.claude,HTTPS,Closed,api.segment.io,4676,5297,12,12,2026-06-25T00:49:34.675+01:00,2026-06-25T00:49:35.421+01:00
6,10.215.173.1,37120,160.79.104.10,443,10313,Claude,com.anthropic.claude,HTTPS,Closed,a-api.anthropic.com,2347,1659,8,8,2026-06-25T00:49:34.679+01:00,2026-06-25T00:49:34.924+01:00
6,10.215.173.1,37136,160.79.104.10,443,10313,Claude,com.anthropic.claude,HTTPS,Closed,a-api.anthropic.com,2476,1659,8,8,2026-06-25T00:49:38.602+01:00,2026-06-25T00:49:38.871+01:00
6,10.215.173.1,52212,160.79.104.10,443,10313,Claude,com.anthropic.claude,HTTPS,Closed,a-api.anthropic.com,2453,1659,8,8,2026-06-25T00:49:44.662+01:00,2026-06-25T00:49:44.909+01:00
6,10.215.173.1,52216,160.79.104.10,443,10313,Claude,com.anthropic.claude,HTTPS,Closed,a-api.anthropic.com,2461,1699,8,9,2026-06-25T00:49:51.941+01:00,2026-06-25T00:49:52.563+01:00
17,10.215.173.1,21881,10.215.173.2,53,10313,Claude,com.anthropic.claude,DNS,Closed,api.segment.io,60,108,1,1,2026-06-25T00:50:05.246+01:00,2026-06-25T00:50:05.258+01:00
6,10.215.173.1,54256,52.32.165.214,443,10313,Claude,com.anthropic.claude,HTTPS,Closed,api.segment.io,3130,5337,12,13,2026-06-25T00:50:05.262+01:00,2026-06-25T00:50:05.996+01:00
6,10.215.173.1,36344,74.125.193.188,5228,10153,Google Play services,com.google.android.gms,TLS,Closed,mtalk.google.com,1766,2510,14,15,2026-06-25T00:50:22.597+01:00,2026-06-25T01:14:13.854+01:00
17,10.215.173.1,36417,10.215.173.2,53,10313,Claude,com.anthropic.claude,DNS,Closed,a-api.anthropic.com,65,81,1,1,2026-06-25T00:50:23.028+01:00,2026-06-25T00:50:23.045+01:00
6,10.215.173.1,33286,160.79.104.10,443,10313,Claude,com.anthropic.claude,HTTPS,Closed,a-api.anthropic.com,2668,1659,8,8,2026-06-25T00:50:23.049+01:00,2026-06-25T00:50:23.274+01:00
6,10.215.173.1,37906,160.79.104.10,443,10313,Claude,com.anthropic.claude,HTTPS,Closed,a-api.anthropic.com,2063,1698,8,9,2026-06-25T00:50:34.676+01:00,2026-06-25T00:50:34.944+01:00
6,10.215.173.1,43154,52.32.165.214,443,10313,Claude,com.anthropic.claude,HTTPS,Closed,api.segment.io,2617,5297,12,12,2026-06-25T00:50:35.831+01:00,2026-06-25T00:50:36.586+01:00
17,10.215.173.1,21248,10.215.173.2,53,10213,Xiaomi service framework,com.xiaomi.xmsf,DNS,Closed,firebaseremoteconfig.googleapis.com,81,145,1,1,2026-06-25T00:50:45.322+01:00,2026-06-25T00:50:45.342+01:00
6,10.215.173.1,35264,216.239.32.223,443,10213,Xiaomi service framework,com.xiaomi.xmsf,HTTPS,Closed,firebaseremoteconfig.googleapis.com,2761,1776,9,8,2026-06-25T00:50:45.357+01:00,2026-06-25T00:54:45.894+01:00
6,10.215.173.1,46274,209.85.202.138,443,10185,Chrome,com.android.chrome,HTTPS,Closed,update.googleapis.com,10445,4864,16,15,2026-06-25T00:50:46.583+01:00,2026-06-25T00:50:50.264+01:00
6,10.215.173.1,46278,209.85.202.138,443,10185,Chrome,com.android.chrome,HTTPS,Closed,update.googleapis.com,2806,2858,11,9,2026-06-25T00:50:46.591+01:00,2026-06-25T00:50:46.715+01:00
6,10.215.173.1,47912,20.33.25.54,5222,10213,Xiaomi service framework,com.xiaomi.xmsf,TCP,Error,,1108,500,9,8,2026-06-25T00:53:16.017+01:00,2026-06-25T01:03:28.603+01:00
6,10.215.173.1,39774,20.33.25.54,5222,10213,Xiaomi service framework,com.xiaomi.xmsf,TCP,Closed,,949,420,6,6,2026-06-25T01:03:28.612+01:00,2026-06-25T01:10:45.029+01:00
17,10.215.173.1,31702,10.215.173.2,53,10153,Google Play services,com.google.android.gms,DNS,Closed,play.googleapis.com,65,129,1,1,2026-06-25T01:10:01.147+01:00,2026-06-25T01:10:01.373+01:00
17,10.215.173.1,56526,216.239.34.223,443,10153,Google Play services,com.google.android.gms,QUIC,Closed,play.googleapis.com,32207,10429,56,55,2026-06-25T01:10:01.391+01:00,2026-06-25T01:10:04.160+01:00
17,10.215.173.1,36515,216.239.34.223,443,10153,Google Play services,com.google.android.gms,QUIC,Closed,play.googleapis.com,41731,6844,45,37,2026-06-25T01:10:01.682+01:00,2026-06-25T01:10:04.262+01:00
17,10.215.173.1,47829,216.239.34.223,443,10153,Google Play services,com.google.android.gms,QUIC,Closed,play.googleapis.com,7163,5317,14,16,2026-06-25T01:10:01.852+01:00,2026-06-25T01:10:03.385+01:00
17,10.215.173.1,50666,216.239.34.223,443,10153,Google Play services,com.google.android.gms,QUIC,Closed,play.googleapis.com,12767,6622,19,20,2026-06-25T01:10:02.044+01:00,2026-06-25T01:10:03.685+01:00
17,10.215.173.1,53785,216.239.34.223,443,10153,Google Play services,com.google.android.gms,QUIC,Closed,play.googleapis.com,12788,5448,20,19,2026-06-25T01:10:02.208+01:00,2026-06-25T01:10:03.613+01:00
17,10.215.173.1,55622,10.215.173.2,53,10153,Google Play services,com.google.android.gms,DNS,Closed,www.googleapis.com,64,128,1,1,2026-06-25T01:10:10.741+01:00,2026-06-25T01:10:10.965+01:00
17,10.215.173.1,39595,209.85.203.95,443,10153,Google Play services,com.google.android.gms,QUIC,Closed,www.googleapis.com,72019,332806,115,294,2026-06-25T01:10:10.980+01:00,2026-06-25T01:10:13.184+01:00
17,10.215.173.1,48894,10.215.173.2,53,10164,Google Play Store,com.android.vending,DNS,Closed,android.clients.google.com,72,352,1,1,2026-06-25T01:10:17.593+01:00,2026-06-25T01:10:17.620+01:00
17,10.215.173.1,5644,10.215.173.2,53,10164,Google Play Store,com.android.vending,DNS,Closed,play-fe.googleapis.com,68,164,1,1,2026-06-25T01:10:17.637+01:00,2026-06-25T01:10:17.647+01:00
17,10.215.173.1,37901,10.215.173.2,53,10164,Google Play Store,com.android.vending,DNS,Closed,playstoregatewayadapter-pa.googleapis.com,87,151,1,1,2026-06-25T01:10:17.681+01:00,2026-06-25T01:10:17.692+01:00
17,10.215.173.1,27823,10.215.173.2,53,10164,Google Play Store,com.android.vending,DNS,Closed,prod-lt-playstoregatewayadapter-pa.googleapis.com,95,159,1,1,2026-06-25T01:10:17.702+01:00,2026-06-25T01:10:17.716+01:00
17,10.215.173.1,14631,10.215.173.2,53,10164,Google Play Store,com.android.vending,DNS,Closed,play-lh.googleusercontent.com,75,91,1,1,2026-06-25T01:10:17.729+01:00,2026-06-25T01:10:17.752+01:00
17,10.215.173.1,65403,10.215.173.2,53,10164,Google Play Store,com.android.vending,DNS,Closed,i.ytimg.com,57,121,1,1,2026-06-25T01:10:17.760+01:00,2026-06-25T01:10:17.773+01:00
6,10.215.173.1,50314,216.239.34.223,443,10164,Google Play Store,com.android.vending,HTTPS,Closed,play.googleapis.com,4806,7948,13,13,2026-06-25T01:10:18.189+01:00,2026-06-25T01:10:18.636+01:00
17,10.215.173.1,54416,74.125.193.102,443,10164,Google Play Store,com.android.vending,QUIC,Closed,play-fe.googleapis.com,7723,9773,19,17,2026-06-25T01:10:18.455+01:00,2026-06-25T01:10:18.639+01:00
6,10.215.173.1,55558,74.125.193.102,443,10164,Google Play Store,com.android.vending,HTTPS,Closed,play-fe.googleapis.com,2525,7293,14,12,2026-06-25T01:10:18.462+01:00,2026-06-25T01:10:38.733+01:00
17,10.215.173.1,37752,216.239.36.223,443,10164,Google Play Store,com.android.vending,QUIC,Closed,prod-lt-playstoregatewayadapter-pa.googleapis.com,8417,30783,29,33,2026-06-25T01:10:18.468+01:00,2026-06-25T01:10:21.303+01:00
6,10.215.173.1,34348,216.239.36.223,443,10164,Google Play Store,com.android.vending,HTTPS,Closed,prod-lt-playstoregatewayadapter-pa.googleapis.com,2544,7372,13,12,2026-06-25T01:10:18.472+01:00,2026-06-25T01:10:38.729+01:00
17,10.215.173.1,41618,10.215.173.2,53,10164,Google Play Store,com.android.vending,DNS,Closed,connectivitycheck.gstatic.com,75,91,1,1,2026-06-25T01:10:21.382+01:00,2026-06-25T01:10:21.394+01:00
6,10.215.173.1,39170,209.85.203.94,443,10164,Google Play Store,com.android.vending,HTTPS,Closed,connectivitycheck.gstatic.com,1883,5850,13,13,2026-06-25T01:10:21.399+01:00,2026-06-25T01:10:38.733+01:00
17,10.215.173.1,45364,74.125.193.119,443,10164,Google Play Store,com.android.vending,QUIC,Closed,i.ytimg.com,8902,131987,70,117,2026-06-25T01:10:21.580+01:00,2026-06-25T01:10:22.023+01:00
6,10.215.173.1,55356,20.33.25.54,5222,10213,Xiaomi service framework,com.xiaomi.xmsf,TCP,Closed,,1300,779,13,12,2026-06-25T01:10:45.083+01:00,2026-06-25T01:24:51.933+01:00
17,10.215.173.1,43974,10.215.173.2,53,10153,Google Play services,com.google.android.gms,DNS,Closed,mtalk.google.com,62,107,1,1,2026-06-25T01:14:26.538+01:00,2026-06-25T01:14:26.763+01:00
6,10.215.173.1,42314,74.125.193.188,5228,10153,Google Play services,com.google.android.gms,TLS,Closed,mtalk.google.com,2405,2835,23,28,2026-06-25T01:14:26.778+01:00,2026-06-25T02:51:10.611+01:00
6,10.215.173.1,40530,20.33.25.54,5222,10213,Xiaomi service framework,com.xiaomi.xmsf,TCP,Closed,,1420,684,15,12,2026-06-25T01:23:57.438+01:00,2026-06-25T01:43:25.555+01:00
17,10.215.173.1,24840,10.215.173.2,53,10177,Google,com.google.android.googlequicksearchbox,DNS,Closed,www.google.com,60,188,1,1,2026-06-25T01:41:29.872+01:00,2026-06-25T01:41:30.100+01:00
17,10.215.173.1,33170,142.251.154.119,443,10177,Google,com.google.android.googlequicksearchbox,QUIC,Closed,www.google.com,4565,9792,13,12,2026-06-25T01:41:30.117+01:00,2026-06-25T01:41:30.280+01:00
17,10.215.173.1,33876,10.215.173.2,53,10177,Google,com.google.android.googlequicksearchbox,DNS,Closed,www.google.com,60,188,1,1,2026-06-25T01:41:30.121+01:00,2026-06-25T01:41:30.127+01:00
6,10.215.173.1,44358,142.251.155.119,443,10177,Google,com.google.android.googlequicksearchbox,HTTPS,Closed,www.google.com,4328,7988,17,15,2026-06-25T01:41:30.134+01:00,2026-06-25T01:45:30.536+01:00
17,10.215.173.1,10278,10.215.173.2,53,10150,Cleaner,com.miui.cleaner,DNS,Closed,flash.sec.intl.miui.com,69,166,1,1,2026-06-25T01:41:33.644+01:00,2026-06-25T01:41:33.884+01:00
6,10.215.173.1,37646,20.33.39.104,443,10150,Cleaner,com.miui.cleaner,HTTPS,Closed,flash.sec.intl.miui.com,1514,9971,10,8,2026-06-25T01:41:33.995+01:00,2026-06-25T01:41:50.513+01:00
17,10.215.173.1,16590,10.215.173.2,53,10164,Google Play Store,com.android.vending,DNS,Closed,connectivitycheck.gstatic.com,75,91,1,1,2026-06-25T01:41:36.081+01:00,2026-06-25T01:41:36.100+01:00
6,10.215.173.1,56034,209.85.203.94,443,10164,Google Play Store,com.android.vending,HTTPS,Closed,connectivitycheck.gstatic.com,1549,5485,11,9,2026-06-25T01:41:36.107+01:00,2026-06-25T01:41:57.634+01:00
17,10.215.173.1,34637,10.215.173.2,53,10164,Google Play Store,com.android.vending,DNS,Closed,play.googleapis.com,65,129,1,1,2026-06-25T01:41:36.441+01:00,2026-06-25T01:41:36.460+01:00
6,10.215.173.1,54108,216.239.36.223,443,10164,Google Play Store,com.android.vending,HTTPS,Closed,play.googleapis.com,9336,7825,12,13,2026-06-25T01:41:36.466+01:00,2026-06-25T01:41:36.814+01:00
6,10.215.173.1,54112,216.239.36.223,443,10164,Google Play Store,com.android.vending,HTTPS,Closed,play.googleapis.com,9122,2155,10,10,2026-06-25T01:41:36.783+01:00,2026-06-25T01:41:36.884+01:00
6,10.215.173.1,38286,20.33.25.54,5222,10213,Xiaomi service framework,com.xiaomi.xmsf,TCP,Closed,,1300,779,13,12,2026-06-25T01:43:25.501+01:00,2026-06-25T02:04:13.491+01:00
6,10.215.173.1,42348,20.33.25.54,5222,10213,Xiaomi service framework,com.xiaomi.xmsf,TCP,Error,,1168,500,10,8,2026-06-25T02:03:31.350+01:00,2026-06-25T02:13:28.621+01:00
17,10.215.173.1,38096,10.215.173.2,53,10213,Xiaomi service framework,com.xiaomi.xmsf,DNS,Closed,fr.resolver.msg.global.xiaomi.net,79,152,1,1,2026-06-25T02:03:31.355+01:00,2026-06-25T02:03:31.391+01:00
6,10.215.173.1,41272,34.36.192.126,443,10213,Xiaomi service framework,com.xiaomi.xmsf,HTTPS,Closed,fr.resolver.msg.global.xiaomi.net,1476,2181,9,7,2026-06-25T02:03:31.397+01:00,2026-06-25T02:13:41.806+01:00
6,10.215.173.1,35586,20.33.25.54,5222,10213,Xiaomi service framework,com.xiaomi.xmsf,TCP,Closed,,460,88,8,2,2026-06-25T02:13:28.632+01:00,2026-06-25T02:19:42.967+01:00
6,10.215.173.1,41638,20.33.33.16,5222,10213,Xiaomi service framework,com.xiaomi.xmsf,TCP,Closed,,1268,687,12,10,2026-06-25T02:16:31.734+01:00,2026-06-25T02:23:47.150+01:00
6,10.215.173.1,46160,20.33.25.54,5222,10213,Xiaomi service framework,com.xiaomi.xmsf,TCP,Closed,,1328,687,13,10,2026-06-25T02:23:31.883+01:00,2026-06-25T02:33:41.361+01:00
6,10.215.173.1,34110,20.33.25.54,5222,10213,Xiaomi service framework,com.xiaomi.xmsf,TCP,Closed,,949,420,6,6,2026-06-25T02:33:40.777+01:00,2026-06-25T02:42:43.948+01:00
17,10.215.173.1,56827,10.215.173.2,53,1000,Android,android,DNS,Closed,time.android.com,62,126,1,1,2026-06-25T02:41:59.555+01:00,2026-06-25T02:41:59.794+01:00
17,10.215.173.1,47647,216.239.35.8,123,1000,Android,android,NTP,Closed,time.android.com,76,76,1,1,2026-06-25T02:41:59.815+01:00,2026-06-25T02:41:59.853+01:00
17,10.215.173.1,41897,10.215.173.2,53,10153,Google Play services,com.google.android.gms,DNS,Closed,region1.app-measurement.com,73,105,1,1,2026-06-25T02:41:59.899+01:00,2026-06-25T02:41:59.918+01:00
17,10.215.173.1,57340,216.239.32.36,443,10153,Google Play services,com.google.android.gms,QUIC,Closed,region1.app-measurement.com,11848,9063,21,21,2026-06-25T02:41:59.978+01:00,2026-06-25T02:42:00.379+01:00
17,10.215.173.1,58819,216.239.32.36,443,10153,Google Play services,com.google.android.gms,QUIC,Closed,region1.app-measurement.com,4956,4838,9,11,2026-06-25T02:42:00.125+01:00,2026-06-25T02:42:00.229+01:00
17,10.215.173.1,2279,10.215.173.2,53,10153,Google Play services,com.google.android.gms,DNS,Closed,app-measurement.com,65,161,1,1,2026-06-25T02:42:00.223+01:00,2026-06-25T02:42:00.237+01:00
17,10.215.173.1,59665,74.125.193.138,443,10153,Google Play services,com.google.android.gms,QUIC,Closed,app-measurement.com,4616,4385,10,10,2026-06-25T02:42:00.252+01:00,2026-06-25T02:42:00.311+01:00
17,10.215.173.1,60691,10.215.173.2,53,10153,Google Play services,com.google.android.gms,DNS,Closed,play.googleapis.com,65,129,1,1,2026-06-25T02:42:00.538+01:00,2026-06-25T02:42:00.559+01:00
17,10.215.173.1,1724,10.215.173.2,53,10153,Google Play services,com.google.android.gms,DNS,Closed,userlocation.googleapis.com,73,137,1,1,2026-06-25T02:42:00.556+01:00,2026-06-25T02:42:00.570+01:00
17,10.215.173.1,33622,216.239.38.223,443,10153,Google Play services,com.google.android.gms,QUIC,Closed,userlocation.googleapis.com,14933,5434,20,20,2026-06-25T02:42:00.575+01:00,2026-06-25T02:42:01.131+01:00
6,10.215.173.1,43002,216.239.38.223,443,10153,Google Play services,com.google.android.gms,HTTPS,Error,userlocation.googleapis.com,3199,6245,14,15,2026-06-25T02:42:00.609+01:00,2026-06-25T02:46:01.134+01:00
17,10.215.173.1,51055,216.239.38.223,443,10153,Google Play services,com.google.android.gms,QUIC,Closed,userlocation.googleapis.com,10178,6575,24,25,2026-06-25T02:42:00.706+01:00,2026-06-25T02:42:03.476+01:00
17,10.215.173.1,27105,10.215.173.2,53,10177,Google,com.google.android.googlequicksearchbox,DNS,Closed,www.gstatic.com,61,77,1,1,2026-06-25T02:42:01.582+01:00,2026-06-25T02:42:01.602+01:00
17,10.215.173.1,55429,209.85.202.94,443,10177,Google,com.google.android.googlequicksearchbox,QUIC,Closed,www.gstatic.com,5026,12286,17,17,2026-06-25T02:42:01.701+01:00,2026-06-25T02:42:02.037+01:00
17,10.215.173.1,51299,216.239.38.223,443,10153,Google Play services,com.google.android.gms,QUIC,Closed,userlocation.googleapis.com,18550,6766,29,30,2026-06-25T02:42:01.814+01:00,2026-06-25T02:42:03.142+01:00
17,10.215.173.1,39707,216.239.38.223,443,10153,Google Play services,com.google.android.gms,QUIC,Closed,userlocation.googleapis.com,8026,6462,15,19,2026-06-25T02:42:02.378+01:00,2026-06-25T02:42:02.982+01:00
17,10.215.173.1,4489,10.215.173.2,53,10153,Google Play services,com.google.android.gms,DNS,Closed,android.googleapis.com,68,132,1,1,2026-06-25T02:42:04.085+01:00,2026-06-25T02:42:04.113+01:00
17,10.215.173.1,54942,216.239.32.223,443,10153,Google Play services,com.google.android.gms,QUIC,Closed,android.googleapis.com,8310,8673,13,19,2026-06-25T02:42:04.160+01:00,2026-06-25T02:42:04.430+01:00
17,10.215.173.1,5344,10.215.173.2,53,10153,Google Play services,com.google.android.gms,DNS,Closed,people-pa.googleapis.com,70,134,1,1,2026-06-25T02:42:04.741+01:00,2026-06-25T02:42:04.773+01:00
6,10.215.173.1,41020,216.239.34.223,443,10153,Google Play services,com.google.android.gms,HTTPS,Error,people-pa.googleapis.com,3557,6467,16,18,2026-06-25T02:42:04.856+01:00,2026-06-25T02:46:06.551+01:00
17,10.215.173.1,29433,10.215.173.2,53,10194,Gmail,com.google.android.gm,DNS,Closed,appsgrowthpromo-pa.googleapis.com,79,143,1,1,2026-06-25T02:42:07.152+01:00,2026-06-25T02:42:07.205+01:00
17,10.215.173.1,26530,10.215.173.2,53,10194,Gmail,com.google.android.gm,DNS,Closed,inbox.google.com,62,126,1,1,2026-06-25T02:42:07.181+01:00,2026-06-25T02:42:07.205+01:00
17,10.215.173.1,8537,10.215.173.2,53,10194,Gmail,com.google.android.gm,DNS,Closed,taskassist-pa.googleapis.com,74,138,1,1,2026-06-25T02:42:07.199+01:00,2026-06-25T02:42:07.219+01:00
17,10.215.173.1,36114,216.239.34.223,443,10194,Gmail,com.google.android.gm,QUIC,Closed,taskassist-pa.googleapis.com,5829,9828,17,17,2026-06-25T02:42:07.252+01:00,2026-06-25T02:42:08.183+01:00
6,10.215.173.1,41022,216.239.34.223,443,10194,Gmail,com.google.android.gm,HTTPS,Closed,appsgrowthpromo-pa.googleapis.com,2317,7095,10,7,2026-06-25T02:42:07.264+01:00,2026-06-25T02:42:15.991+01:00
6,10.215.173.1,41576,209.85.203.19,443,10194,Gmail,com.google.android.gm,HTTPS,Closed,inbox.google.com,9518,34725,31,30,2026-06-25T02:42:07.274+01:00,2026-06-25T02:42:15.990+01:00
6,10.215.173.1,37390,216.239.38.223,443,10194,Gmail,com.google.android.gm,HTTPS,Closed,taskassist-pa.googleapis.com,4495,8372,20,16,2026-06-25T02:42:07.283+01:00,2026-06-25T02:42:15.990+01:00
6,10.215.173.1,41590,209.85.203.19,443,10194,Gmail,com.google.android.gm,HTTPS,Error,inbox.google.com,2180,5621,9,6,2026-06-25T02:42:07.550+01:00,2026-06-25T02:42:07.675+01:00
6,10.215.173.1,37402,216.239.38.223,443,10194,Gmail,com.google.android.gm,HTTPS,Closed,taskassist-pa.googleapis.com,2280,7118,10,8,2026-06-25T02:42:07.560+01:00,2026-06-25T02:42:07.676+01:00
17,10.215.173.1,16111,10.215.173.2,53,10225,Calendar,com.google.android.calendar,DNS,Closed,tasks-pa.googleapis.com,69,133,1,1,2026-06-25T02:42:07.885+01:00,2026-06-25T02:42:07.904+01:00
6,10.215.173.1,37406,216.239.38.223,443,10225,Calendar,com.google.android.calendar,HTTPS,Closed,tasks-pa.googleapis.com,3659,7820,19,15,2026-06-25T02:42:07.922+01:00,2026-06-25T02:42:13.336+01:00
17,10.215.173.1,64561,10.215.173.2,53,10164,Google Play Store,com.android.vending,DNS,Closed,connectivitycheck.gstatic.com,75,91,1,1,2026-06-25T02:42:10.305+01:00,2026-06-25T02:42:10.322+01:00
6,10.215.173.1,40038,209.85.203.94,443,10164,Google Play Store,com.android.vending,HTTPS,Closed,connectivitycheck.gstatic.com,1549,5524,11,10,2026-06-25T02:42:10.329+01:00,2026-06-25T02:42:29.797+01:00
6,10.215.173.1,43360,20.33.25.54,5222,10213,Xiaomi service framework,com.xiaomi.xmsf,TCP,Closed,,1041,512,8,8,2026-06-25T02:42:44.282+01:00,2026-06-25T02:51:55.094+01:00
17,10.215.173.1,10337,10.215.173.2,53,10153,Google Play services,com.google.android.gms,DNS,Closed,userlocation.googleapis.com,73,137,1,1,2026-06-25T02:46:01.130+01:00,2026-06-25T02:46:01.351+01:00
